,state,opened_on,closed,time_to_close,commits,number,title,url,closed_at
81,closed,2020-09-24 10:33:42,,,13,1408,Feature/discovery server/data structures,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1408,
82,closed,2020-09-24 09:38:59,,95063.0,2,1407,Server routine: Process writers acknowledgements sub-routine,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1407,2020-09-25 12:03:22
83,closed,2020-09-23 14:56:28,,66013.0,12,1406,Feature/discovery server/data structures,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1406,2020-09-24 09:16:41
84,closed,2020-09-23 12:20:32,,2069.0,2,1405,Update README: add Linux aarch64 support and badges [9400],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1405,2020-09-23 12:55:01
85,closed,2020-09-23 10:39:23,,441501.0,5,1404,Add Quality Declaration for foonathan_memory external dependency [9398],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1404,2020-09-28 13:17:44
86,closed,2020-09-23 08:41:21,,8191.0,2,1403,Add foonathan public API document [9395],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1403,2020-09-23 10:57:52
87,closed,2020-09-22 17:41:58,,,1,1402,Fixes #1395. Removed ASIO_STANDALONE compile definition from CMakeList,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1402,
88,closed,2020-09-22 07:15:14,,20470.0,4,1401,Fixed warnings on VS 2019 [9375],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1401,2020-09-22 12:56:24
89,closed,2020-09-21 15:02:19,,752186.0,7,1400,Add Quality Declaration and update README [9371],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1400,2020-09-30 07:58:45
90,closed,2020-09-21 14:28:04,,,4,1399,Unit tests for TopicPayloadPool,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1399,
91,closed,2020-09-21 14:20:22,,773369.0,7,1398,Fixed SAT issues on security code <2.0.x> [9374],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1398,2020-09-30 13:09:51
92,closed,2020-09-21 14:04:33,,2913.0,5,1397,Added document with supported platforms [9368],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1397,2020-09-21 14:53:06
93,closed,2020-09-18 11:15:17,,259443.0,2,1394,Fix warnings,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1394,2020-09-21 11:19:20
94,closed,2020-09-17 21:17:58,,42256.0,7,1393,Create server discovery endpoints,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1393,2020-09-18 09:02:14
95,open,2020-09-17 10:43:47,,,6,1392,Set discovery tool to close with SIGINT [9336],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1392,
96,closed,2020-09-17 09:19:56,,74417.0,2,1391,Discovery Data Filter,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1391,2020-09-18 06:00:13
97,closed,2020-09-16 07:10:19,,459446.0,1,1390,Fix clang libcxx warnings <master>[9321],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1390,2020-09-21 14:47:45
98,closed,2020-09-14 07:38:34,,16086.0,3,1389,Fixes for #1380 <master> [9302],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1389,2020-09-14 12:06:40
99,closed,2020-09-14 05:45:37,,624976.0,54,1388,History pool refactor [9306],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1388,2020-09-21 11:21:53
100,open,2020-09-11 15:59:06,,,11,1387,check remote permissions [9303],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1387,
101,closed,2020-09-11 15:42:51,,82883.0,1,1386,Fix broken Windows build: Use bare ${TINYXML2_LIBRARY},https://api.github.com/repos/eProsima/Fast-DDS/pulls/1386,2020-09-12 14:44:14
102,closed,2020-09-11 10:06:10,,241393.0,1,1384,Leave correct default values on WriterQos::clear [9298],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1384,2020-09-14 05:09:23
103,closed,2020-09-10 14:45:14,,73454.0,4,1382,Handle missing PID_PARTICIPANT_GUID for readers and writers [9296],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1382,2020-09-11 11:09:28
104,open,2020-09-09 14:41:39,,,4,1379,One way match of wildcards on permissions [9287],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1379,
105,closed,2020-09-09 12:33:27,,1113794.0,3,1378,Add file package.xml with repo info to rosdistro display,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1378,2020-09-22 09:56:41
106,closed,2020-09-08 13:56:54,,74828.0,1,1377,WriterProxy auto unmatch on destruction [9272],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1377,2020-09-09 10:44:02
107,closed,2020-09-07 07:19:23,,1491032.0,8,1375,Enforce use of libraries in thirdparty with option THIRDPARTY=FORCE <master> [9222],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1375,2020-09-24 13:29:55
108,closed,2020-09-07 06:08:30,,173118.0,2,1374,[9180] Solving VS2015 errors and warnings on sources,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1374,2020-09-09 06:13:48
109,closed,2020-09-07 05:31:00,,,2,1373,Do not add alignment padding to payload [9219],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1373,
110,closed,2020-09-05 06:03:39,,3542564.0,1,1372,Minor Typo: ms2_rmw_shared_memory_data_share_sony.md,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1372,2020-10-16 06:06:23
111,closed,2020-09-04 08:32:08,,851991.0,2,1371,Autogenerate idl files in examples. Refactor executable names [9179],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1371,2020-09-14 05:11:59
112,closed,2020-09-04 07:15:56,,14075.0,1,1370,Add SYSTEM_TESTS cmake option [9210],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1370,2020-09-04 11:10:31
113,closed,2020-09-03 09:28:41,,12788.0,2,1368,Fix uncrustify issues CustomListeners,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1368,2020-09-03 13:01:49
114,closed,2020-09-03 08:01:13,,82260.0,1,1367,Memcheck errors on RMW [9206],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1367,2020-09-04 06:52:13
115,open,2020-09-03 07:45:28,,,5,1366,Added target reference instead of library path [9204],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1366,
116,closed,2020-09-03 07:39:21,,1286450.0,2,1365,Increase Keys example with disposing functionality [9205],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1365,2020-09-18 05:00:11
117,closed,2020-09-03 07:33:03,,,3,1364,Do note export tinyxml2 absolute path [9204],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1364,
118,open,2020-09-02 09:29:57,,,1,1362,Delete continue in MessageReceiver::willAReaderAcceptMsgDirectedTo [9213],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1362,
119,closed,2020-09-02 07:07:27,,512642.0,4,1361,Endianness macro [9189],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1361,2020-09-08 05:31:29
120,closed,2020-09-02 06:15:16,,17867.0,1,1360,Increased writer depth on flaky test [9188],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1360,2020-09-02 11:13:03
121,closed,2020-09-02 05:33:00,,3027759.0,18,1359,[9137] Removing C++17 warnings from sources,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1359,2020-10-07 06:35:39
122,open,2020-09-01 08:44:05,,,2,1357,fixed warnings [9193],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1357,
123,closed,2020-09-01 07:42:19,,855871.0,3,1356,Protect bitmap parsing methods <master> [9183],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1356,2020-09-11 05:26:50
124,closed,2020-09-01 07:24:58,,104624.0,3,1355,Return false if type not found unregistering type [9182],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1355,2020-09-02 12:28:42
125,closed,2020-08-31 09:29:59,,1281602.0,2,1354,Changed durability to transient local [9170],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1354,2020-09-15 05:30:01
126,closed,2020-08-28 18:42:07,,328573.0,1,1352,adds qnx compiler id and removes librt for qnx,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1352,2020-09-01 13:58:20
127,closed,2020-08-28 12:21:13,,,16,1351,Feature/gen examples [9179],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1351,
128,closed,2020-08-28 10:36:13,,2665248.0,10,1350,Feature/skip xml [9139],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1350,2020-09-28 06:57:01
129,closed,2020-08-28 09:54:53,,1829461.0,3,1349,Update CMakeLists.txt not setting C++11 compiler flag [9212],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1349,2020-09-18 14:05:54
130,closed,2020-08-27 10:23:27,,507549.0,2,1348,Refs 9117. Initialize serialized payload buffer on realloc,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1348,2020-09-02 07:22:36
131,closed,2020-08-27 05:26:30,,1603965.0,1,1347,Export DataReader::get_topicdescription,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1347,2020-09-14 18:59:15
132,open,2020-08-17 15:56:37,,,4,1345,Support colon in type name for dynamic data types ,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1345,
133,open,2020-08-07 11:12:35,,,1,1340,Log - StdoutErrConsumer [9069],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1340,
134,open,2020-08-06 08:19:19,,,1,1339,Refs #9035 Added more log level and first mask checks. [9052],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1339,
135,closed,2020-08-05 08:55:28,,2432530.0,4,1335,Added Example for CustomListener with StatusMask [9042],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1335,2020-09-02 12:37:38
136,open,2020-08-05 08:25:47,,,2,1334,Refs #9037 Extend TopicDataType API [9041],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1334,
137,closed,2020-08-05 07:00:09,,5437579.0,7,1333,Fix Writer history behavior when there are no matched readers <1.8.x> [9033],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1333,2020-10-07 05:26:28
138,closed,2020-08-05 06:41:59,,5438441.0,7,1332,Fix Writer history behavior when there are no matched readers <ros2_eloquent> [9032],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1332,2020-10-07 05:22:40
139,closed,2020-08-04 12:23:19,,3170961.0,7,1331,Fix Writer history behavior when there are no matched readers <2.0.x> [9031],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1331,2020-09-10 05:12:40
140,closed,2020-08-04 11:36:48,,2655524.0,1,1330,Garbage collect remote SHM segments when origin Participant is closed… > 2.0.x [9029],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1330,2020-09-04 05:15:32
141,closed,2020-08-04 11:12:15,,2503302.0,1,1329,SIGBUS in boost::interprocess when /dev/shm is full (#1248) > 2.0.x [9028],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1329,2020-09-02 10:33:57
142,closed,2020-08-04 10:14:29,,5440890.0,2,1327,"Fix for late-joiners KEEP_LAST, RELIABLE, TRANSIENT_LOCAL <1.8.x> [9026]",https://api.github.com/repos/eProsima/Fast-DDS/pulls/1327,2020-10-06 09:35:59
143,closed,2020-08-04 09:38:36,,2663538.0,4,1326,fastdds Python tool (#1252) > 2.0.x [9025],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1326,2020-09-04 05:30:54
144,closed,2020-08-04 09:14:37,,2604997.0,2,1325,Update easy client-server environment mechanism (#1251) > 2.0.x [9024],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1325,2020-09-03 12:51:14
145,closed,2020-08-04 08:16:01,,3185549.0,8,1324,Fix Writer history behavior when there are no matched readers [9030],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1324,2020-09-10 05:08:30
146,open,2020-08-04 06:14:21,,,7,1323,Bug/persistence schema [9021],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1323,
147,closed,2020-08-03 11:27:12,,5523132.0,2,1321,"Fix for late-joiners KEEP_LAST, RELIABLE, TRANSIENT_LOCAL <ros2_eloquent> [9016]",https://api.github.com/repos/eProsima/Fast-DDS/pulls/1321,2020-10-06 09:39:24
148,closed,2020-08-03 10:30:57,,88874.0,2,1320,"Fix for late-joiners KEEP_LAST, RELIABLE, TRANSIENT_LOCAL <2.0.x> [9015]",https://api.github.com/repos/eProsima/Fast-DDS/pulls/1320,2020-08-04 11:12:11
149,closed,2020-07-31 09:31:23,,259071.0,4,1318,Update the gtest macros from case to suite notation.,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1318,2020-08-03 09:29:14
150,closed,2020-07-30 22:10:07,,562790.0,3,1317,adds compiler id and removes librt for QNX,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1317,2020-08-06 10:29:57
151,closed,2020-07-30 10:53:50,,86996.0,4,1314,"Fix for late-joiners KEEP_LAST, RELIABLE, TRANSIENT_LOCAL [8986]",https://api.github.com/repos/eProsima/Fast-DDS/pulls/1314,2020-07-31 11:03:46
152,closed,2020-07-29 10:48:49,,514610.0,10,1312,Perform payload protection on messages module. [8973],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1312,2020-08-04 09:45:39
153,closed,2020-07-28 10:14:39,,3627080.0,6,1311,[8968] Added missing includes preventing correct realtime build.,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1311,2020-09-08 09:45:59
154,closed,2020-07-23 09:34:44,,13953.0,1,1307,"Avoid exporting ""openssl_init""",https://api.github.com/repos/eProsima/Fast-DDS/pulls/1307,2020-07-23 13:27:17
155,closed,2020-07-23 09:17:35,,29823.0,7,1306,Refs #8925 & #8926 DDS API XML fixes [8928],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1306,2020-07-23 17:34:38
156,closed,2020-07-22 07:41:55,,20405.0,3,1305,"Refs #8913 Avoid exporting ""openssl_init"". [8917]",https://api.github.com/repos/eProsima/Fast-DDS/pulls/1305,2020-07-22 13:22:00
157,closed,2020-07-17 07:20:21,,427326.0,9,1304,Fix clang libcxx warnings <2.0.x> [8905],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1304,2020-07-22 06:02:27
158,closed,2020-07-16 11:41:53,,947221.0,12,1303,Refs #8882 Add unittests to check persistence guid property functionality [8901],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1303,2020-07-27 10:48:54
159,closed,2020-07-16 10:36:57,,954209.0,1,1302,Only read on_data_available [8899],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1302,2020-07-27 11:40:26
160,closed,2020-07-16 06:00:37,,97738.0,12,1301,Fix sending GAPs to late joiners <master> [8894],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1301,2020-07-17 09:09:35
161,closed,2020-07-16 05:48:42,,9735.0,3,1300,Correctly asserting liveliness on data reception <2.0.x> [8893],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1300,2020-07-16 08:30:57
162,closed,2020-07-15 09:51:17,,1136493.0,12,1299,Support large data in persistence [8890],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1299,2020-07-28 13:32:50
163,closed,2020-07-14 11:05:21,,153491.0,12,1295,Fix sending GAPs to late joiners [8880],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1295,2020-07-16 05:43:32
164,closed,2020-07-10 10:10:15,,1122490.0,13,1294,listener logic correction [8860],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1294,2020-07-23 09:58:25
165,closed,2020-07-10 05:30:28,,1236.0,2,1293,Fixes topic name,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1293,2020-07-10 05:51:04
166,closed,2020-07-09 20:36:03,,8412036.0,10,1292,[8709] Porting ros2 eloquent updates to master,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1292,2020-10-15 05:16:39
167,closed,2020-07-09 14:55:55,,1606936.0,3,1291,Persistence guid property [8858],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1291,2020-07-28 05:18:11
168,closed,2020-07-09 12:45:18,,1106295.0,2,1290,fixed warnings [8886],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1290,2020-07-22 08:03:33
169,closed,2020-07-07 16:46:19,,663343.0,1,1289,Check for an empty string using empty(),https://api.github.com/repos/eProsima/Fast-DDS/pulls/1289,2020-07-15 09:02:02
170,closed,2020-07-07 13:48:47,,949.0,1,1288,Fixed documentation links in README.md,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1288,2020-07-07 14:04:36
171,closed,2020-07-07 06:59:28,,1992622.0,6,1285,Fixed docu typos,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1285,2020-07-30 08:29:50
172,closed,2020-07-07 06:55:12,,1731486.0,2,1283,Update colcon installations instructions,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1283,2020-07-27 07:53:18
173,closed,2020-07-06 15:06:28,,51336.0,1,1281,Fixed typo in readme,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1281,2020-07-07 05:22:04
174,closed,2020-07-06 10:26:30,,779422.0,3,1278,Correctly asserting liveliness on data reception [8820],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1278,2020-07-15 10:56:52
175,closed,2020-07-06 07:54:01,,77435.0,1,1277,Fixed maybe be used unitialized warnings,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1277,2020-07-07 05:24:36
176,closed,2020-07-06 07:49:57,,,2,1276,Added install instructions for OpenSuSE and added missing cd,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1276,
177,closed,2020-07-02 14:28:55,,80134.0,9,1274,Fixed behavior of get_liveliness_changed_status [8812],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1274,2020-07-03 12:44:29
178,open,2020-06-30 10:40:34,,,19,1272,Several fixes for IDT persistency with KEEP_ALL and TRANSIENT_LOCAL. [8804],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1272,
179,closed,2020-06-29 10:12:50,,1558198.0,26,1270,Performance tests improvements <master> [7971],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1270,2020-07-17 11:02:48
180,closed,2020-06-26 14:47:37,,,4,1269,[8632] Solving discover server issues on participant drop.,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1269,
181,closed,2020-06-26 11:09:17,,6633772.0,13,1267,[8632] Solving discover server issues on participant drop.,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1267,2020-09-11 05:52:09
182,closed,2020-06-26 06:36:38,,425897.0,7,1266,set listener mask on set_listener [8787],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1266,2020-07-01 04:54:55
183,closed,2020-06-22 07:34:36,,90513.0,1,1263,Correct Doxygen documentation,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1263,2020-06-23 08:43:09
184,closed,2020-06-16 11:12:51,,288055.0,15,1259,Call listener on incompatible QoS [8707],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1259,2020-06-19 19:13:46
185,closed,2020-06-12 10:35:52,,1510.0,4,1258,Fixing CI badges,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1258,2020-06-12 11:01:02
186,open,2020-06-12 10:34:14,,,5,1257,Fix in EDP because wasn't setting first QoS correctly [8703],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1257,
187,closed,2020-06-12 06:11:11,,1781.0,1,1255,Added support of DDS-RPC EDM on roadmap.,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1255,2020-06-12 06:40:52
