,state,opened_on,closed,time_to_close,commits,number,title,url,closed_at
183,closed,2021-05-14 08:16:44,,,1,1961,Set a default ipv6 address for multicast (backport #1959),https://api.github.com/repos/eProsima/Fast-DDS/pulls/1961,
184,closed,2021-05-14 08:16:20,,42953.0,2,1960,Set a default ipv6 address for multicast (backport #1959),https://api.github.com/repos/eProsima/Fast-DDS/pulls/1960,2021-05-14 20:12:13
185,closed,2021-05-14 01:43:44,,23480.0,2,1959,Set a default ipv6 address for multicast,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1959,2021-05-14 08:15:04
186,closed,2021-05-13 14:22:09,,400060.0,4,1958,[11561] Upgrade installer to support cmake linking statically or dynamically to Fast-DDS,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1958,2021-05-18 05:29:49
187,closed,2021-05-13 11:45:01,,80825.0,9,1957,Synchronize TCP reception to wait for RTCP header. [11562],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1957,2021-05-14 10:12:06
188,closed,2021-05-13 05:51:15,,456581.0,20,1956,Collection of data and notification to listeners RTPS_PACKETS_LOST [10795],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1956,2021-05-18 12:40:56
189,closed,2021-05-12 14:06:26,,486804.0,4,1955,[10792] Collection of data and notification to listeners PUBLICATION_THROUGHPUT,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1955,2021-05-18 05:19:50
190,closed,2021-05-12 13:41:54,,488645.0,8,1954,[10806] Report of PHYSICAL_DATA,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1954,2021-05-18 05:25:59
191,closed,2021-05-10 06:12:41,,255763.0,18,1952,Collection of data and notification to listeners NETWORK_LATENCY [10791],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1952,2021-05-13 05:15:24
192,closed,2021-05-10 05:45:23,,265955.0,4,1951,[11498] updating scripts for CMake 3.17,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1951,2021-05-13 07:37:58
193,closed,2021-05-04 14:06:12,,660340.0,5,1949,Fix DATA_COUNT to account for number of destinations [11446],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1949,2021-05-12 05:31:52
194,closed,2021-05-04 12:40:02,,511285.0,9,1948,[10803] Collection of data and notification to listeners EDP_PACKETS,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1948,2021-05-10 10:41:27
195,open,2021-04-30 14:36:20,,,1,1947,Fix partition copy in QoS [11451],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1947,
196,closed,2021-04-30 11:53:27,,510028.0,6,1946,[10802] Collection of data and notification to listeners PDP_PACKETS,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1946,2021-05-06 09:33:55
197,closed,2021-04-30 08:57:01,,612399.0,17,1945,Collection of data and notification to listeners SAMPLE_DATAS [10805],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1945,2021-05-07 11:03:40
198,closed,2021-04-30 07:12:14,,29134.0,1,1944,Fixes #1484.,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1944,2021-04-30 15:17:48
199,closed,2021-04-29 14:00:05,,2741117.0,2,1942,Extend README.md quick demo with real example,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1942,2021-05-31 07:25:22
200,closed,2021-04-29 11:28:47,,1029357.0,5,1941,HISTORY2HISTORY_LATENCY test and implementation [10789],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1941,2021-05-11 09:24:44
201,open,2021-04-29 08:06:31,,,3,1939,Call Impl::disable inside delete_xxx <master> [11427],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1939,
202,closed,2021-04-28 08:52:13,,442.0,1,1938,Bump version to 2.3.1,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1938,2021-04-28 08:59:35
203,closed,2021-04-27 16:27:09,,59010.0,14,1937,Add missing statistics module implementation,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1937,2021-04-28 08:50:39
204,closed,2021-04-27 08:02:08,,370308.0,11,1936,[10796] RESENT_DATAS tests & implementation,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1936,2021-05-01 14:53:56
205,closed,2021-04-27 05:24:01,,363.0,2,1935,Update package.xml,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1935,2021-04-27 05:30:04
206,open,2021-04-23 07:05:55,,,1,1932,Fix apply annotation bug when building complete dynamic union type,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1932,
207,closed,2021-04-23 06:42:50,,7574.0,5,1931,Correctly update memory policy on writers and readers [11348],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1931,2021-04-23 08:49:04
208,closed,2021-04-22 13:39:17,,1857.0,1,1930,Remove copied RST text,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1930,2021-04-22 14:10:14
209,closed,2021-04-21 10:37:57,,7312.0,5,1926,Allow datasharing writer to remove samples in the middle of history [11308],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1926,2021-04-21 12:39:49
210,closed,2021-04-21 07:49:25,,548968.0,52,1924,Statistics link between DDS and RTPS layers [11273],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1924,2021-04-27 16:18:53
211,closed,2021-04-19 12:49:20,,666993.0,49,1922,Enable/Disable statistics datawriter implementation [10807],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1922,2021-04-27 06:05:53
212,closed,2021-04-16 12:07:48,,851660.0,8,1920,[10804 ] Collection of data and notification to listeners DISCOVERED_ENTITY,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1920,2021-04-26 08:42:08
213,closed,2021-04-15 13:49:04,,926589.0,5,1919,[10800] - Collection of data and notification to listeners GAP_COUNT,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1919,2021-04-26 07:12:13
214,closed,2021-04-15 11:25:28,,413810.0,3,1918,Fix min_pool_size() calculation on debug builds [11213],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1918,2021-04-20 06:22:18
215,closed,2021-04-14 13:09:29,,1014179.0,8,1915,[10799] NACKFRAG_COUNT callback implementation,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1915,2021-04-26 06:52:28
216,closed,2021-04-13 09:02:15,,14440.0,1,1912,Add missing operators to TypeSupport [11194],https://api.github.com/repos/eProsima/Fast-DDS/pulls/1912,2021-04-13 13:02:55
217,closed,2021-04-13 08:08:26,,1113565.0,7,1911,[10797] HEARTBEAT_COUNT callback implementation,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1911,2021-04-26 05:27:51
218,open,2021-04-11 19:42:33,,,1,1909,Fix crash in dynamic type registration of primitive type array,https://api.github.com/repos/eProsima/Fast-DDS/pulls/1909,
