,closed_at,created_at,labels,id,number,state,title,url,last_mod,comments,turn_round
151,,2021-06-07 14:04:35,[],913587153,828,closed,Fix C.UTF-8 warnings generated by idlc,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/828,,0,71345.0
152,,2021-06-07 12:51:35,[],913514190,827,open,Interoperability between Cyclonedds and OpenSplice,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/827,,1,
153,,2021-06-07 09:14:41,[],913326295,826,closed,Switch Coverity Scan build to Clang,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/826,,1,84234.0
154,,2021-06-03 17:53:50,[],910730005,825,closed,Fix submission to Coverity Scan,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/825,,0,63642.0
155,,2021-06-03 13:52:14,[],910516800,824,closed,"Really fix submission to Coverity Scan, hopefully",https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/824,,1,1134.0
156,,2021-06-03 13:11:41,[],910480491,823,closed,Fix submission to Coverity Scan,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/823,,1,877.0
157,,2021-06-03 03:01:37,[],910047600,822,open,When will you release next version.,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/822,,1,
158,,2021-06-02 14:33:56,[],909569985,821,open,What are the dual licenses this package is available under,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/821,,1,
159,,2021-06-02 12:51:55,[],909468666,820,closed,libidl version number independent of project,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/820,,6,4130913.0
160,,2021-06-02 10:31:27,[],909352689,819,open,Multiple Interface: mulitcast will be all disabled while some interfaces don't support multicast,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/819,,0,
161,,2021-06-01 11:36:47,[],908199844,818,closed,"Allow base types, enums and strings as key",https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/818,,1,259192.0
162,,2021-05-31 18:16:48,[],907648294,817,open,Why I cannot find idlc_generate() when I cmake helloworld? ,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/817,,1,
163,,2021-05-31 16:09:59,[],907589354,816,closed,Add pipeline for publishing documentation,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/816,,0,1281191.0
164,,2021-05-28 17:09:21,[],905759245,815,open,"What's the meaning of payload._release and payload._maximum,",https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/815,,1,
165,,2021-05-26 14:47:04,[],902504526,814,closed,Typo fix,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/814,,0,1013.0
166,,2021-05-26 07:58:14,[],901943711,813,open,Compatibility between opendds and cyclonedds,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/813,,1,
167,,2021-05-25 19:16:47,[],901247397,812,closed,typo fix,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/812,,3,71265.0
168,,2021-05-25 14:38:26,[],900904236,811,open,valgrind invalid read / write errors with sequence identifier in the IDL,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/811,,6,
169,,2021-05-25 12:53:29,[],900770311,810,open,Bitmask support in idl compiler front-end,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/810,,0,
170,,2021-05-25 12:33:38,[],900747454,809,closed,Dereference as void* to avoid crash with -O2,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/809,,1,156127.0
171,,2021-05-22 15:14:01,[],898822916,808,closed,Segmentation fault during idlc generating,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/808,,6,405704.0
172,,2021-05-21 14:22:14,[],898091239,807,closed,bug alert!,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/807,,2,434560.0
173,,2021-05-19 15:57:39,[],895618333,806,closed,Improve handling of external vs internal addresses,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/806,,1,750617.0
174,,2021-05-18 15:31:12,[],894509714,805,closed,Merge Iceoryx integration into master,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/805,,0,1815869.0
175,,2021-05-18 02:01:41,[],893865737,804,closed,Use enum as key in IDL,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/804,,1,1503298.0
176,,2021-05-17 14:57:19,[],893420247,803,closed,Fix broken assert in network partition config,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/803,,1,2512.0
177,,2021-05-17 09:58:28,[],893161301,802,closed,Automated documentation generation in CI,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/802,,5,182341.0
178,,2021-05-15 01:18:44,[],892326535,801,open,IDL compiler option to specify the output directory for the generated code,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/801,,0,
179,,2021-05-14 16:05:47,[],892049759,800,open,How to build cyclonedds static?,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/800,,17,
180,,2021-05-14 13:16:52,[],891915116,799,open,Memory leak detected in idlc with Asan,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/799,,2,
181,,2021-05-13 15:04:54,[],891120916,798,closed,how to use dds_read efficiently,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/798,,2,180309.0
182,,2021-05-12 14:30:37,[],890152140,797,closed,Fixes for idl parser related to enums,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/797,,1,429911.0
183,,2021-05-11 13:07:58,[],887229369,796,closed,Merge master into iceoryx branch,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/796,,0,6102.0
184,,2021-05-11 06:01:02,[],886134547,795,open,documentation for idl supported types,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/795,,0,
185,,2021-05-10 17:01:38,[],884651938,794,open,Building standalone application with using CycloneDDS,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/794,,9,
186,,2021-05-10 08:57:44,[],883766801,793,closed,Yocto meta layer support,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/793,,1,7773.0
187,,2021-05-07 18:24:13,[],879493470,792,closed,Update allocator API for special case of heap allocation,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/792,,1,219820.0
188,,2021-05-07 16:46:14,[],879339272,791,closed,Support stdin as input for compiler + some fixes,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/791,,2,240619.0
189,,2021-05-07 14:00:56,[],879061005,790,closed,Can't compile with  -DBUILD_IDLC=ON ,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/790,,2,250538.0
190,,2021-05-07 02:08:15,[],878327469,789,closed,Use PROJECT_SOURCE_DIR instead of CMAKE_SOURCE_DIR.,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/789,,1,19968.0
191,,2021-05-06 13:46:29,[],877516793,788,closed,Avoid serialization in write for volatile writers,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/788,,6,11509919.0
192,,2021-05-06 09:36:56,[],877302289,787,closed,Allow Iceoryx use for best-effort readers,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/787,,2,1617.0
193,,2021-05-06 09:36:40,[],877302049,786,closed,ddsi_ipaddr_is_nearby_address: ignore non-IP ones,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/786,,2,1646.0
194,,2021-05-04 15:02:49,[],875555231,785,open,dds_take will perform a deserialization even if the data is transmitted via shared memory,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/785,,0,
195,,2021-05-04 14:57:28,[],875549835,784,closed,Register number of unused labels in union,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/784,,1,8057.0
196,,2021-05-04 14:45:41,[],875538038,783,closed,dds_write when used with iceoryx performs serialization even if there are only shared memory readers,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/783,,0,11679167.0
197,,2021-04-30 12:15:46,[],872415486,782,closed,Fix IDL_PRINTA redirect for Visual Studio,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/782,,1,1459.0
198,,2021-04-29 10:29:05,[],870861353,781,closed,"Suppress heartbeat/ack/historical data if Iceoryx, add test for CI",https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/781,,1,603314.0
199,,2021-04-29 09:26:52,[],870807849,780,closed,Update README.md,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/780,,0,14773.0
200,,2021-04-29 07:15:31,[],870690994,779,closed,Add missing build_depend on JDK for IDLC in package.xml,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/779,,2,21891.0
201,,2021-04-28 14:51:46,[],870036568,778,closed,Improved shared memory documentation,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/778,,1,684354.0
202,,2021-04-28 13:42:21,[],869963673,777,closed,Delete ddsls,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/777,,4,519401.0
203,,2021-04-26 11:54:41,[],867621435,776,closed,Add package target to create installers for different platforms,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/776,,4,188468.0
204,,2021-04-26 08:11:04,[],867403825,775,closed,Some fixes IDL compiler for parsing annotations,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/775,,1,184755.0
205,,2021-04-26 07:04:57,[],867342653,774,closed,Numeric locator kinds,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/774,,0,24768.0
206,,2021-04-25 20:36:01,[],867107997,773,closed,Add API to initialise data allocator to allocate on heap,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/773,,2,912519.0
207,,2021-04-22 18:03:51,[],865268636,772,closed,Revert data allocator api change,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/772,,1,147.0
208,,2021-04-22 17:57:56,[],865263170,771,closed,Add idl_is_keyless for C++ generator,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/771,,3,511866.0
209,,2021-04-22 09:45:32,[],864754909,770,closed,Outstanding coverity issues,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/770,,2,12193487.0
210,,2021-04-22 06:07:32,[],864576351,769,closed,How to tune cyclonedds to reduce cpu usage,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/769,,5,4826017.0
211,,2021-04-21 22:44:02,[],864362775,768,closed,Update data allocator API to also support allocation on the heap,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/768,,1,35040.0
212,,2021-04-21 11:25:52,[],863764222,767,closed,Various fixes + merge master,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/767,,1,75634.0
213,,2021-04-21 07:41:14,[],863546652,766,open,Question about the enum constants,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/766,,1,
214,,2021-04-16 14:34:55,[],859872717,765,closed,Getting bison to be optional.,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/765,,4,508617.0
215,,2021-04-16 14:34:25,[],859872302,764,closed,Install the pdb files for msvc,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/764,,4,1043185.0
216,,2021-04-16 11:58:33,[],859748009,763,closed,Fix defects reported by Coverity Scan,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/763,,1,341191.0
217,,2021-04-15 18:58:26,[],859165366,762,closed,edit to reflect the progress from original PoC,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/762,,1,6353609.0
218,,2021-04-13 23:48:13,[],857399829,761,open,macOS 11.x Big Sur for GitHub Actions,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/761,,0,
219,,2021-04-12 20:11:20,[],856323078,760,closed,New tag for the 0.8.0/iceoryx branch for ROS 2 Rolling,https://api.github.com/repos/eclipse-cyclonedds/cyclonedds/issues/760,,3,41646.0
